sessionID: 0
Game: GP2
gameID: P2
numPatches: 6
initialHerdSize: 10
numHH: 1
numYears: 1
numPhases: 2
hasChoosingShared?: true
hasChoosingPrivate?: false
hasForage?: false
maxPrivateSquares: 1
baseSquaresPerDay: 3
pS_base: 1
HpA_base: 1
dP_dHpA: 0.1
harvest_day: 60
dP_dfNeeds: 0.2
needsDays: 10
initialScore: 100
phaseLengthDays: 4
probDeathPoor: 0.6
probDeathOk: 0.2
probDeathGood: 0
grassR: 0.4
grassK: 200
grassE0: 5
showToggleButton: true
animalNeeds: 8
downThreshold: 0.6
upThreshold: 0.8
grassUndergroundFraction: 0.1
maxColorRain: 10
grass_1: 5
grass_2: 5
grass_3: 0
grass_4: 0
grass_5: 0
grass_6: 3
grass_7: 4
grass_8: 0
grass_9: 0
grass_10: 4
grass_11: 4
grass_12: 3
grass_13: 0
grass_14: 3
grass_15: 4
grass_16: 0
clim_1: 2
clim_2: 4
clim_3: 6
clim_4: 3
clim_5: 0
clim_6: 6
clim_7: 6
clim_8: 0
phase_1: P
phase_2: P
phase_3: P
phase_4: P
phase_5: P
phase_6: P
phase_7: P
phase_8: P

Choosing shared land at 11:20:34.955 AM 05-Nov-2021
Case 3.0 - Player 3 selected patch 1 2 at 11:22:25.152 AM 05-Nov-2021
Case 3.0 - Player 3 unselected patch 1 2 at 11:22:26.349 AM 05-Nov-2021
Case 3.0 - Player 3 unselected patch 2 2 at 11:22:26.466 AM 05-Nov-2021
Case 3.0 - Player 3 unselected patch 2 3 at 11:22:26.767 AM 05-Nov-2021
Case 3.0 - Player 3 unselected patch 3 3 at 11:22:26.914 AM 05-Nov-2021
Case 3.0 - Player 3 selected patch 1 3 at 11:22:31.681 AM 05-Nov-2021
Case 3.0 - Player 3 selected patch 2 3 at 11:22:32.162 AM 05-Nov-2021
Case 3.0 - Player 3 selected patch 3 3 at 11:22:32.180 AM 05-Nov-2021
Case 3.0 - Player 3 selected patch 3 2 at 11:22:33.730 AM 05-Nov-2021
Case 3.0 - Player 3 selected patch 3 1 at 11:22:33.988 AM 05-Nov-2021
Case 3.0 - Player 3 selected patch 2 1 at 11:22:34.237 AM 05-Nov-2021
Case 3.0 - Player 3 selected patch 2 2 at 11:22:34.490 AM 05-Nov-2021
Case 3.0 - Player 3 selected patch 1 2 at 11:22:34.931 AM 05-Nov-2021
Case 3.0 - Player 3 selected patch 1 1 at 11:22:35.138 AM 05-Nov-2021
Case 3.0 - Player 2 selected patch 1 4 at 11:23:30.673 AM 05-Nov-2021
Case 3.0 - Player 2 selected patch 2 4 at 11:23:31.636 AM 05-Nov-2021
Case 3.0 - Player 2 selected patch 3 4 at 11:23:32.759 AM 05-Nov-2021
Case 3.0 - Player 1 unselected patch 1 4 at 11:24:45.039 AM 05-Nov-2021
Case 3.0 - Player 1 unselected patch 2 4 at 11:24:45.166 AM 05-Nov-2021
Case 3.0 - Player 4 selected patch 1 4 at 11:24:45.304 AM 05-Nov-2021
Case 3.0 - Player 1 unselected patch 3 4 at 11:24:45.510 AM 05-Nov-2021
Case 3.0 - Player 4 selected patch 2 4 at 11:24:45.665 AM 05-Nov-2021
Case 3.0 - Player 4 selected patch 3 4 at 11:24:45.881 AM 05-Nov-2021
Case 3.0 - Player 1 unselected patch 1 4 at 11:24:47.082 AM 05-Nov-2021
Case 3.0 - Player 4 selected patch 1 4 at 11:24:47.216 AM 05-Nov-2021
Case 3.0 - Player 1 unselected patch 2 4 at 11:24:47.333 AM 05-Nov-2021
Case 3.0 - Player 4 unselected patch 3 4 at 11:24:47.594 AM 05-Nov-2021
Case 3.0 - Player 1 selected patch 3 4 at 11:24:47.684 AM 05-Nov-2021
Case 3.0 - Player 4 unselected patch 1 4 at 11:24:48.472 AM 05-Nov-2021
Case 3.0 - Player 1 selected patch 1 4 at 11:24:49.050 AM 05-Nov-2021
Case 3.0 - Player 4 unselected patch 3 4 at 11:24:49.217 AM 05-Nov-2021
Case 3.0 - Player 4 selected patch 3 0 at 11:24:49.934 AM 05-Nov-2021
Case 3.0 - Player 4 selected patch 2 0 at 11:24:50.260 AM 05-Nov-2021
Case 3.0 - Player 1 unselected patch 1 4 at 11:24:50.399 AM 05-Nov-2021
Case 3.0 - Player 4 selected patch 1 0 at 11:24:50.412 AM 05-Nov-2021
Case 3.0 - Player 4 unselected patch 3 3 at 11:24:56.678 AM 05-Nov-2021
Case 3.0 - Player 4 unselected patch 3 2 at 11:24:57.121 AM 05-Nov-2021
Case 3.0 - Player 4 unselected patch 3 1 at 11:24:57.140 AM 05-Nov-2021
Case 3.0 - Player 4 unselected patch 3 0 at 11:24:57.463 AM 05-Nov-2021
Case 3.0 - Player 4 selected patch 0 0 at 11:24:58.703 AM 05-Nov-2021
Case 3.0 - Player 4 selected patch 0 1 at 11:24:58.909 AM 05-Nov-2021
Case 3.0 - Player 4 selected patch 0 2 at 11:24:59.282 AM 05-Nov-2021
Case 3.0 - Player 4 selected patch 0 3 at 11:25:00.231 AM 05-Nov-2021
Case 3.15 - Player 3 clicked confirm at 11:25:32.726 AM 05-Nov-2021
Case 3.15 - Player 1 clicked confirm at 11:25:32.749 AM 05-Nov-2021
Case 3.15 - Player 2 clicked confirm at 11:25:33.113 AM 05-Nov-2021
Case 3.15 - Player 4 clicked confirm at 11:25:36.041 AM 05-Nov-2021
Patch 1 1 shared
Patch 2 0 shared
Patch 0 2 shared
Patch 1 3 shared
Patch 0 0 shared
Patch 2 1 shared
Patch 2 3 shared
Patch 1 0 shared
Patch 2 2 shared
Patch 0 1 shared
Patch 0 3 shared
Patch 1 2 shared
Beginning pasture phases at 11:25:36.243 AM 05-Nov-2021
Case 3.5 - Player 3 viewing patch 1 0 at 11:26:18.902 AM 05-Nov-2021
Case 3.5 - Player 1 viewing patch 1 0 at 11:26:19.564 AM 05-Nov-2021
