sessionID: 102
Game: GP2
gameID: P2
numPatches: 6
initialHerdSize: 10
numHH: 1
numYears: 1
numPhases: 2
hasChoosingShared?: true
hasChoosingPrivate?: false
hasForage?: false
maxPrivateSquares: 1
baseSquaresPerDay: 3
pS_base: 1
HpA_base: 1
dP_dHpA: 0.1
harvest_day: 60
dP_dfNeeds: 0.2
needsDays: 10
initialScore: 100
phaseLengthDays: 4
probDeathPoor: 0.6
probDeathOk: 0.2
probDeathGood: 0
grassR: 0.4
grassK: 200
grassE0: 5
showToggleButton: true
animalNeeds: 8
downThreshold: 0.6
upThreshold: 0.8
grassUndergroundFraction: 0.1
maxColorRain: 10
grass_1: 5
grass_2: 5
grass_3: 0
grass_4: 0
grass_5: 0
grass_6: 3
grass_7: 4
grass_8: 0
grass_9: 0
grass_10: 4
grass_11: 4
grass_12: 3
grass_13: 0
grass_14: 3
grass_15: 4
grass_16: 0
clim_1: 2
clim_2: 4
clim_3: 6
clim_4: 3
clim_5: 0
clim_6: 6
clim_7: 6
clim_8: 0
phase_1: P
phase_2: P
phase_3: P
phase_4: P
phase_5: P
phase_6: P
phase_7: P
phase_8: P

Choosing shared land at 10:42:14.021 AM 16-Oct-2021
Person 149 for Player 1 is at patch 2 5 and has schedule [2 2 2 2]
Person 160 for Player 2 is at patch 0 4 and has schedule [2 2 2 2]
Person 171 for Player 3 is at patch 1 0 and has schedule [2 2 2 2]
Person 149 for Player 1 is at patch 0 5 and has schedule [2 2 2 2]
Person 171 for Player 3 is at patch 2 0 and has schedule [2 2 2 2]
Person 182 for Player 4 is at patch 3 4 and has schedule [2 2 2 2]
Person 160 for Player 2 is at patch 0 2 and has schedule [2 2 2 2]
Person 171 for Player 3 is at patch 2 0 and has schedule [2 2 2 2]
Person 149 for Player 1 is at patch 0 5 and has schedule [2 2 2 2]
Person 160 for Player 2 is at patch 0 2 and has schedule [2 2 2 2]
Person 182 for Player 4 is at patch 3 4 and has schedule [2 2 2 2]
Patch 5 0 has 200 live grass; 0 cut grass
Patch 4 2 has 200 live grass; 0 cut grass
Patch 1 2 has 169.82630260408317 live grass; 0 cut grass
Patch 2 5 has 156.12671999999998 live grass; 0 cut grass
Patch 1 1 has 169.82630260408317 live grass; 0 cut grass
Patch 5 5 has 200 live grass; 0 cut grass
Patch 0 2 has 59.19999999999999 live grass; 0 cut grass
Patch 5 2 has 200 live grass; 0 cut grass
Patch 2 3 has 156.12671999999998 live grass; 0 cut grass
Patch 3 0 has 200 live grass; 0 cut grass
Patch 4 4 has 200 live grass; 0 cut grass
Patch 4 1 has 200 live grass; 0 cut grass
Patch 3 1 has 200 live grass; 0 cut grass
Patch 0 0 has 200 live grass; 0 cut grass
Patch 1 0 has 156.12671999999998 live grass; 0 cut grass
Patch 2 4 has 169.82630260408317 live grass; 0 cut grass
Patch 1 3 has 200 live grass; 0 cut grass
Patch 1 4 has 200 live grass; 0 cut grass
Patch 5 4 has 200 live grass; 0 cut grass
Patch 5 3 has 200 live grass; 0 cut grass
Patch 4 5 has 198.90059379560736 live grass; 0 cut grass
Patch 4 3 has 200 live grass; 0 cut grass
Patch 0 4 has 156.12671999999998 live grass; 0 cut grass
Patch 0 3 has 180.07487753336918 live grass; 0 cut grass
Patch 3 3 has 200 live grass; 0 cut grass
Patch 3 2 has 200 live grass; 0 cut grass
Patch 5 1 has 200 live grass; 0 cut grass
Patch 1 5 has 169.82630260408317 live grass; 0 cut grass
Patch 2 0 has 59.19999999999999 live grass; 0 cut grass
