sessionID: 203
Game: GP2
gameID: P2
numPatches: 6
initialHerdSize: 10
numHH: 1
numYears: 1
numPhases: 2
hasChoosingShared?: true
hasChoosingPrivate?: false
hasForage?: false
maxPrivateSquares: 1
baseSquaresPerDay: 3
pS_base: 1
HpA_base: 1
dP_dHpA: 0.1
harvest_day: 60
dP_dfNeeds: 0.2
needsDays: 10
initialScore: 100
phaseLengthDays: 4
probDeathPoor: 0.6
probDeathOk: 0.2
probDeathGood: 0
grassR: 0.4
grassK: 200
grassE0: 5
showToggleButton: true
animalNeeds: 8
downThreshold: 0.6
upThreshold: 0.8
grassUndergroundFraction: 0.1
maxColorRain: 10
grass_1: 5
grass_2: 5
grass_3: 0
grass_4: 0
grass_5: 0
grass_6: 3
grass_7: 4
grass_8: 0
grass_9: 0
grass_10: 4
grass_11: 4
grass_12: 3
grass_13: 0
grass_14: 3
grass_15: 4
grass_16: 0
clim_1: 2
clim_2: 4
clim_3: 6
clim_4: 3
clim_5: 0
clim_6: 6
clim_7: 6
clim_8: 0
phase_1: P
phase_2: P
phase_3: P
phase_4: P
phase_5: P
phase_6: P
phase_7: P
phase_8: P

Choosing shared land at 10:29:25.654 AM 18-Oct-2021
Person 160 for Player 2 is at patch 1 1 and has schedule [2 2 2 2]
Person 171 for Player 3 is at patch 4 1 and has schedule [2 2 2 2]
Person 160 for Player 2 is at patch 0 1 and has schedule [2 2 2 2]
Person 149 for Player 1 is at patch 3 0 and has schedule [2 2 2 2]
Person 171 for Player 3 is at patch 3 3 and has schedule [2 2 2 2]
Person 182 for Player 4 is at patch 1 3 and has schedule [2 2 2 2]
Person 160 for Player 2 is at patch 0 2 and has schedule [2 2 2 2]
Person 182 for Player 4 is at patch 2 2 and has schedule [2 2 2 2]
Person 149 for Player 1 is at patch 4 0 and has schedule [2 2 2 2]
Person 171 for Player 3 is at patch 2 4 and has schedule [2 2 2 2]
Person 171 for Player 3 is at patch 1 5 and has schedule [2 2 2 2]
Person 149 for Player 1 is at patch 2 1 and has schedule [2 2 2 2]
Person 160 for Player 2 is at patch 1 2 and has schedule [2 2 2 2]
Person 182 for Player 4 is at patch 3 1 and has schedule [2 2 2 2]
Person 160 for Player 2 is at patch 1 2 and has schedule [2 2 2 2]
Person 149 for Player 1 is at patch 2 1 and has schedule [2 2 2 2]
Person 171 for Player 3 is at patch 1 5 and has schedule [2 2 2 2]
Person 182 for Player 4 is at patch 3 1 and has schedule [2 2 2 2]
Patch 4 4 has 200 live grass; 0 cut grass
Patch 2 5 has 200 live grass; 0 cut grass
Patch 3 0 has 192.31892223793028 live grass; 0 cut grass
Patch 3 4 has 200 live grass; 0 cut grass
Patch 2 4 has 156.12671999999998 live grass; 0 cut grass
Patch 1 5 has 59.19999999999999 live grass; 0 cut grass
Patch 0 1 has 169.82630260408317 live grass; 0 cut grass
Patch 2 1 has 59.19999999999999 live grass; 0 cut grass
Patch 4 3 has 200 live grass; 0 cut grass
Patch 3 1 has 55.63612651851554 live grass; 0 cut grass
Patch 5 3 has 200 live grass; 0 cut grass
Patch 1 2 has 59.19999999999999 live grass; 0 cut grass
Patch 4 2 has 200 live grass; 0 cut grass
Patch 5 5 has 200 live grass; 0 cut grass
Patch 4 5 has 200 live grass; 0 cut grass
Patch 2 3 has 200 live grass; 0 cut grass
Patch 1 4 has 180.07487753336918 live grass; 0 cut grass
Patch 0 4 has 200 live grass; 0 cut grass
Patch 5 0 has 200 live grass; 0 cut grass
Patch 5 4 has 200 live grass; 0 cut grass
Patch 0 5 has 200 live grass; 0 cut grass
Patch 2 2 has 156.12671999999998 live grass; 0 cut grass
Patch 4 1 has 180.07487753336918 live grass; 0 cut grass
Patch 5 2 has 200 live grass; 0 cut grass
Patch 1 0 has 200 live grass; 0 cut grass
Patch 4 0 has 77.92411009213244 live grass; 0 cut grass
Patch 1 3 has 169.82630260408317 live grass; 0 cut grass
Patch 0 2 has 156.12671999999998 live grass; 0 cut grass
Patch 1 1 has 180.07487753336918 live grass; 0 cut grass
Patch 3 2 has 200 live grass; 0 cut grass
Patch 3 5 has 200 live grass; 0 cut grass
Patch 3 3 has 169.82630260408317 live grass; 0 cut grass
Patch 2 0 has 200 live grass; 0 cut grass
Patch 5 1 has 200 live grass; 0 cut grass
Patch 0 0 has 200 live grass; 0 cut grass
Patch 0 3 has 200 live grass; 0 cut grass
3-3-6 lost one animal
3-2-6 lost one animal
3-2-6 lost one animal
3-3-6 lost one animal
3-2-5 lost one animal
LIVE ANIMAL SUMMARY
Player 2 has animal at patch 1 2 with history [8 8 8 8 8 8 8 8 8 8]
Player 1 has animal at patch 2 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 3 has animal at patch 1 5 with history [8 8 8 8 8 8 8 8 8 8]
Player 4 has animal at patch 3 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 4 has animal at patch 3 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 3 has animal at patch 1 5 with history [8 8 8 8 8 8 8 8 8 8]
Player 3 has animal at patch 1 5 with history [8 8 8 8 8 8 8 8 8 8]
Player 3 has animal at patch 1 5 with history [8 8 8 8 8 8 8 8 8 8]
Player 2 has animal at patch 1 2 with history [8 8 8 8 8 8 8 8 8 8]
Player 2 has animal at patch 1 2 with history [8 8 8 8 8 8 8 8 8 8]
Player 1 has animal at patch 2 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 1 has animal at patch 2 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 3 has animal at patch 1 5 with history [8 8 8 8 8 8 8 8 8 8]
Player 3 has animal at patch 1 5 with history [8 8 8 8 8 8 8 8 8 8]
Player 3 has animal at patch 1 5 with history [8 8 8 8 8 8 8 8 8 8]
Player 4 has animal at patch 3 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 1 has animal at patch 2 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 4 has animal at patch 3 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 3 has animal at patch 1 5 with history [8 8 8 8 8 8 8 8 8 8]
Player 4 has animal at patch 3 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 2 has animal at patch 1 2 with history [8 8 8 8 8 8 8 8 8 8]
Player 2 has animal at patch 1 2 with history [8 8 8 8 8 8 8 8 8 8]
Player 2 has animal at patch 1 2 with history [8 8 8 8 8 8 8 8 8 8]
Player 4 has animal at patch 3 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 1 has animal at patch 2 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 3 has animal at patch 1 5 with history [8 8 8 8 8 8 8 8 8 8]
Player 4 has animal at patch 3 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 4 has animal at patch 3 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 2 has animal at patch 1 2 with history [8 8 8 8 8 8 8 8 8 8]
Player 4 has animal at patch 3 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 1 has animal at patch 2 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 2 has animal at patch 1 2 with history [8 8 8 8 8 8 8 8 8 8]
Player 1 has animal at patch 2 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 4 has animal at patch 3 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 1 has animal at patch 2 1 with history [8 8 8 8 8 8 8 8 8 8]
Advancing to next phase at 10:36:27.623 AM 18-Oct-2021
Case 3.5 - Player 2 viewing patch 1 2 at 10:36:34.296 AM 18-Oct-2021
Case 3.5 - Player 3 viewing patch 1 5 at 10:36:43.177 AM 18-Oct-2021
Case 3.5 - Player 4 viewing patch 3 1 at 10:36:45.679 AM 18-Oct-2021
Case 3.5 - Player 1 viewing patch 2 1 at 10:36:45.736 AM 18-Oct-2021
Case 3.5 - Player 3 viewing patch 1 5 at 10:36:45.810 AM 18-Oct-2021
Case 3.5 - Player 2 viewing patch 1 2 at 10:36:47.565 AM 18-Oct-2021
Case 3.5 - Player 1 viewing patch 2 1 at 10:36:47.741 AM 18-Oct-2021
Case 3.5 - Player 4 viewing patch 3 1 at 10:36:51.937 AM 18-Oct-2021
Case 3.5 - Player 3 viewing patch 1 5 at 10:37:07.469 AM 18-Oct-2021
Case 3.5 - Player 3 viewing patch 1 5 at 10:37:08.400 AM 18-Oct-2021
Case 3.5 - Player 1 viewing patch 2 1 at 10:37:18.142 AM 18-Oct-2021
Case 3.5 - Player 1 viewing patch 2 1 at 10:37:18.609 AM 18-Oct-2021
Case 3.5 - Player 1 viewing patch 2 1 at 10:37:20.641 AM 18-Oct-2021
Case 3.5 - Player 1 viewing patch 2 1 at 10:37:21.402 AM 18-Oct-2021
Case 3.6 - Player 2 activating avatar at 10:38:03.798 AM 18-Oct-2021
Case 3.5 - Player 4 viewing patch 3 1 at 10:38:06.358 AM 18-Oct-2021
Case 3.6 - Player 3 activating avatar at 10:38:07.265 AM 18-Oct-2021
Case 3.6 - Player 1 activating avatar at 10:38:07.293 AM 18-Oct-2021
Case 3.11 - Player 2 cycling avatar schedule to 1 at day 1 at 10:38:07.645 AM 18-Oct-2021
Case 3.5 - Player 4 viewing patch 3 1 at 10:38:08.357 AM 18-Oct-2021
Case 3.5 - Player 3 viewing patch 1 5 at 10:38:08.613 AM 18-Oct-2021
Case 3.11 - Player 1 cycling avatar schedule to 1 at day 1 at 10:38:09.552 AM 18-Oct-2021
Case 3.11 - Player 2 cycling avatar schedule to 2 at day 2 at 10:38:10.311 AM 18-Oct-2021
Case 3.6 - Player 4 activating avatar at 10:38:10.382 AM 18-Oct-2021
Case 3.5 - Player 3 viewing patch 1 5 at 10:38:11.338 AM 18-Oct-2021
Case 3.11 - Player 4 cycling avatar schedule to 1 at day 1 at 10:38:11.513 AM 18-Oct-2021
Case 3.11 - Player 4 cycling avatar schedule to 2 at day 2 at 10:38:12.464 AM 18-Oct-2021
Case 3.11 - Player 1 cycling avatar schedule to 2 at day 2 at 10:38:12.550 AM 18-Oct-2021
Case 3.6 - Player 3 activating avatar at 10:38:14.178 AM 18-Oct-2021
Case 3.11 - Player 3 cycling avatar schedule to 1 at day 1 at 10:38:15.845 AM 18-Oct-2021
Case 3.14 - Player 4 selecting patch 3 0 to move to at 10:38:16.215 AM 18-Oct-2021
Case 3.11 - Player 3 cycling avatar schedule to 2 at day 2 at 10:38:17.377 AM 18-Oct-2021
Case 3.14 - Player 1 selecting patch 2 0 to move to at 10:38:18.053 AM 18-Oct-2021
Case 3.14 - Player 2 selecting patch 0 1 to move to at 10:38:18.941 AM 18-Oct-2021
Case 3.6 - Player 4 activating avatar at 10:38:19.404 AM 18-Oct-2021
Case 3.11 - Player 4 cycling avatar schedule to 1 at day 2 at 10:38:20.861 AM 18-Oct-2021
Case 3.11 - Player 4 cycling avatar schedule to 2 at day 3 at 10:38:21.670 AM 18-Oct-2021
Case 3.6 - Player 1 activating avatar at 10:38:21.860 AM 18-Oct-2021
Case 3.6 - Player 2 activating avatar at 10:38:23.134 AM 18-Oct-2021
Case 3.11 - Player 1 cycling avatar schedule to 1 at day 2 at 10:38:23.143 AM 18-Oct-2021
Case 3.14 - Player 4 selecting patch 1 0 to move to at 10:38:23.928 AM 18-Oct-2021
Case 3.14 - Player 3 selecting patch 2 3 to move to at 10:38:24.036 AM 18-Oct-2021
Case 3.11 - Player 1 cycling avatar schedule to 2 at day 3 at 10:38:24.246 AM 18-Oct-2021
Case 3.11 - Player 2 cycling avatar schedule to 1 at day 2 at 10:38:24.426 AM 18-Oct-2021
Case 3.11 - Player 2 cycling avatar schedule to 2 at day 3 at 10:38:25.559 AM 18-Oct-2021
Case 3.6 - Player 4 activating avatar at 10:38:26.126 AM 18-Oct-2021
Case 3.6 - Player 3 activating avatar at 10:38:27.211 AM 18-Oct-2021
Case 3.14 - Player 2 selecting patch 0 0 to move to at 10:38:27.492 AM 18-Oct-2021
Case 3.11 - Player 4 cycling avatar schedule to 1 at day 3 at 10:38:28.527 AM 18-Oct-2021
Case 3.11 - Player 3 cycling avatar schedule to 1 at day 2 at 10:38:28.745 AM 18-Oct-2021
Case 3.11 - Player 4 cycling avatar schedule to 2 at day 4 at 10:38:29.299 AM 18-Oct-2021
Case 3.6 - Player 2 activating avatar at 10:38:29.468 AM 18-Oct-2021
Case 3.11 - Player 3 cycling avatar schedule to 2 at day 3 at 10:38:29.987 AM 18-Oct-2021
Case 3.11 - Player 2 cycling avatar schedule to 1 at day 3 at 10:38:30.971 AM 18-Oct-2021
Case 3.11 - Player 2 cycling avatar schedule to 2 at day 4 at 10:38:32.243 AM 18-Oct-2021
Case 3.14 - Player 2 selecting patch 1 0 to move to at 10:38:33.843 AM 18-Oct-2021
Case 3.6 - Player 2 activating avatar at 10:38:35.804 AM 18-Oct-2021
Case 3.14 - Player 1 selecting patch 1 3 to move to at 10:38:37.142 AM 18-Oct-2021
Case 3.14 - Player 3 selecting patch 3 4 to move to at 10:38:37.343 AM 18-Oct-2021
Case 3.11 - Player 2 cycling avatar schedule to 1 at day 4 at 10:38:37.543 AM 18-Oct-2021
Case 3.14 - Player 4 selecting patch 1 1 to move to at 10:38:37.824 AM 18-Oct-2021
Case 3.11 - Player 2 cycling avatar schedule to 2 at day 5 at 10:38:38.827 AM 18-Oct-2021
Case 3.6 - Player 4 activating avatar at 10:38:40.082 AM 18-Oct-2021
Case 3.6 - Player 3 activating avatar at 10:38:40.098 AM 18-Oct-2021
Case 3.6 - Player 1 activating avatar at 10:38:40.326 AM 18-Oct-2021
Case 3.14 - Player 2 selecting patch 1 1 to move to at 10:38:41.094 AM 18-Oct-2021
Case 3.11 - Player 4 cycling avatar schedule to 1 at day 4 at 10:38:41.372 AM 18-Oct-2021
Case 3.11 - Player 3 cycling avatar schedule to 1 at day 3 at 10:38:42.139 AM 18-Oct-2021
Case 3.11 - Player 4 cycling avatar schedule to 2 at day 5 at 10:38:42.357 AM 18-Oct-2021
Case 3.11 - Player 3 cycling avatar schedule to 2 at day 4 at 10:38:43.191 AM 18-Oct-2021
Case 3.14 - Player 3 selecting patch 3 2 to move to at 10:38:46.135 AM 18-Oct-2021
Case 3.14 - Player 4 selecting patch 0 2 to move to at 10:38:46.749 AM 18-Oct-2021
Case 3.6 - Player 3 activating avatar at 10:38:48.919 AM 18-Oct-2021
Case 3.11 - Player 3 cycling avatar schedule to 1 at day 4 at 10:38:50.793 AM 18-Oct-2021
Case 3.11 - Player 3 cycling avatar schedule to 2 at day 5 at 10:38:52.258 AM 18-Oct-2021
Case 3.11 - Player 1 cycling avatar schedule to 1 at day 4 at 10:38:56.009 AM 18-Oct-2021
Case 3.15 - Player 2 clicked confirm at 10:38:56.769 AM 18-Oct-2021
Case 3.11 - Player 1 cycling avatar schedule to 2 at day 5 at 10:38:57.881 AM 18-Oct-2021
Case 3.14 - Player 3 selecting patch 3 5 to move to at 10:38:58.084 AM 18-Oct-2021
Case 3.15 - Player 4 clicked confirm at 10:38:58.886 AM 18-Oct-2021
Case 3.15 - Player 3 clicked confirm at 10:39:02.359 AM 18-Oct-2021
Case 3.14 - Player 1 selecting patch 0 3 to move to at 10:39:02.696 AM 18-Oct-2021
Case 3.6 - Player 1 activating avatar at 10:39:14.103 AM 18-Oct-2021
Case 3.15 - Player 1 clicked confirm at 10:39:15.659 AM 18-Oct-2021
Updating pastures at 10:39:15.679 AM 18-Oct-2021
Person 160 for Player 2 has schedule [2 2 2 2]
Person 182 for Player 4 has schedule [2 2 2 2]
Person 171 for Player 3 has schedule [2 2 2 2]
Person 149 for Player 1 has schedule [2 2 2 2]
Person 149 for Player 1 is at patch 2 0 and has schedule [2 2 2 2]
Person 182 for Player 4 is at patch 3 0 and has schedule [2 2 2 2]
Person 171 for Player 3 is at patch 2 3 and has schedule [2 2 2 2]
Person 160 for Player 2 is at patch 0 1 and has schedule [2 2 2 2]
Person 160 for Player 2 is at patch 0 0 and has schedule [2 2 2 2]
Person 171 for Player 3 is at patch 3 4 and has schedule [2 2 2 2]
Person 149 for Player 1 is at patch 2 2 and has schedule [2 2 2 2]
Person 182 for Player 4 is at patch 1 0 and has schedule [2 2 2 2]
Person 171 for Player 3 is at patch 3 2 and has schedule [2 2 2 2]
Person 160 for Player 2 is at patch 1 0 and has schedule [2 2 2 2]
Person 149 for Player 1 is at patch 1 3 and has schedule [2 2 2 2]
Person 182 for Player 4 is at patch 1 1 and has schedule [2 2 2 2]
Person 171 for Player 3 is at patch 3 5 and has schedule [2 2 2 2]
Person 149 for Player 1 is at patch 0 3 and has schedule [2 2 2 2]
Person 182 for Player 4 is at patch 0 2 and has schedule [2 2 2 2]
Person 160 for Player 2 is at patch 1 1 and has schedule [2 2 2 2]
Person 149 for Player 1 is at patch 0 3 and has schedule [2 2 2 2]
Person 160 for Player 2 is at patch 1 1 and has schedule [2 2 2 2]
Person 171 for Player 3 is at patch 3 5 and has schedule [2 2 2 2]
Person 182 for Player 4 is at patch 0 2 and has schedule [2 2 2 2]
Patch 3 5 has 74.43199999999999 live grass; 0 cut grass
Patch 3 4 has 174.40231547486454 live grass; 0 cut grass
Patch 0 1 has 178.3182072783219 live grass; 0 cut grass
Patch 1 4 has 198.18481618534236 live grass; 0 cut grass
Patch 3 2 has 162.120138752 live grass; 0 cut grass
Patch 3 1 has 147.9409529944504 live grass; 0 cut grass
Patch 5 4 has 200 live grass; 0 cut grass
Patch 5 5 has 200 live grass; 0 cut grass
Patch 0 5 has 200 live grass; 0 cut grass
Patch 0 4 has 200 live grass; 0 cut grass
Patch 4 1 has 198.18481618534236 live grass; 0 cut grass
Patch 4 2 has 200 live grass; 0 cut grass
Patch 1 3 has 162.13854936865434 live grass; 0 cut grass
Patch 0 3 has 89.40799999999999 live grass; 0 cut grass
Patch 3 3 has 197.00460167923734 live grass; 0 cut grass
Patch 5 2 has 200 live grass; 0 cut grass
Patch 1 2 has 128.59455155466114 live grass; 0 cut grass
Patch 4 0 has 167.94342987144628 live grass; 0 cut grass
Patch 1 5 has 151.87882064871664 live grass; 0 cut grass
Patch 2 0 has 186.20000982175725 live grass; 0 cut grass
Patch 4 5 has 200 live grass; 0 cut grass
Patch 0 0 has 178.535732325591 live grass; 0 cut grass
Patch 1 0 has 113.89719627038718 live grass; 0 cut grass
Patch 4 4 has 200 live grass; 0 cut grass
Patch 3 0 has 177.94559922049643 live grass; 0 cut grass
Patch 1 1 has 20 live grass; 0 cut grass
Patch 5 1 has 200 live grass; 0 cut grass
Patch 2 2 has 187.2312050603909 live grass; 0 cut grass
Patch 0 2 has 51.736240892821144 live grass; 0 cut grass
Patch 2 5 has 200 live grass; 0 cut grass
Patch 2 1 has 151.87882064871664 live grass; 0 cut grass
Patch 2 3 has 183.330906378822 live grass; 0 cut grass
Patch 5 3 has 200 live grass; 0 cut grass
Patch 4 3 has 200 live grass; 0 cut grass
Patch 2 4 has 195.0880922576275 live grass; 0 cut grass
Patch 5 0 has 200 live grass; 0 cut grass
3-3-5 lost one animal
3-3-6 lost one animal
3-2-5 lost one animal
3-3-6 lost one animal
LIVE ANIMAL SUMMARY
Player 1 has animal at patch 0 3 with history [8 8 8 8 8 8 8 8 8 8]
Player 2 has animal at patch 1 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 1 has animal at patch 0 3 with history [8 8 8 8 8 8 8 8 8 8]
Player 3 has animal at patch 3 5 with history [8 8 8 8 8 8 8 8 8 8]
Player 4 has animal at patch 0 2 with history [8 8 8 8 8 8 8 8 8 8]
Player 1 has animal at patch 0 3 with history [8 8 8 8 8 8 8 8 8 8]
Player 1 has animal at patch 0 3 with history [8 8 8 8 8 8 8 8 8 8]
Player 3 has animal at patch 3 5 with history [8 8 8 8 8 8 8 8 8 8]
Player 1 has animal at patch 0 3 with history [8 8 8 8 8 8 8 8 8 8]
Player 3 has animal at patch 3 5 with history [8 8 8 8 8 8 8 8 8 8]
Player 2 has animal at patch 1 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 2 has animal at patch 1 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 3 has animal at patch 3 5 with history [8 8 8 8 8 8 8 8 8 8]
Player 4 has animal at patch 0 2 with history [8 8 8 8 8 8 8 8 8 8]
Player 4 has animal at patch 0 2 with history [8 8 8 8 8 8 8 8 8 8]
Player 2 has animal at patch 1 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 2 has animal at patch 1 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 4 has animal at patch 0 2 with history [8 8 8 8 8 8 8 8 8 8]
Player 1 has animal at patch 0 3 with history [8 8 8 8 8 8 8 8 8 8]
Player 4 has animal at patch 0 2 with history [8 8 8 8 8 8 8 8 8 8]
Player 4 has animal at patch 0 2 with history [8 8 8 8 8 8 8 8 8 8]
Player 3 has animal at patch 3 5 with history [8 8 8 8 8 8 8 8 8 8]
Player 3 has animal at patch 3 5 with history [8 8 8 8 8 8 8 8 8 8]
Player 1 has animal at patch 0 3 with history [8 8 8 8 8 8 8 8 8 8]
Player 3 has animal at patch 3 5 with history [8 8 8 8 8 8 8 8 8 8]
Player 4 has animal at patch 0 2 with history [8 8 8 8 8 8 8 8 8 8]
Player 3 has animal at patch 3 5 with history [8 8 8 8 8 8 8 8 8 8]
Player 4 has animal at patch 0 2 with history [8 8 8 8 8 8 8 8 8 8]
Player 1 has animal at patch 0 3 with history [8 8 8 8 8 8 8 8 8 8]
Player 2 has animal at patch 1 1 with history [8 8 8 8 8 8 8 8 8 8]
Player 4 has animal at patch 0 2 with history [8 8 8 8 8 8 8 8 8 8]
Game ended at 10:39:15.804 AM 18-Oct-2021
